Heating system gas consumption [Nm3];Heating system oil consumption [L];Heating system wood consumption [kg];Heating system electric consumption [Wh];Cooling system electric consumption [Wh];Appliances electric consumption [Wh];TZ Ta [°C];TZ To [°C];TZ Tmr [°C];TZ RH [-];TZ sensible load [W];TZ latent load [W];TZ AHU pre heater load [W];TZ AHU post heater load [W];TZ DHW volume flow rate [L/s];TZ DHW demand [W]
Bd Bd 01_177_0;Bd Bd 01_177_0;Bd Bd 01_177_0;Bd Bd 01_177_0;Bd Bd 01_177_0;Bd Bd 01_177_0;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone;Bd 01_177_0 thermal zone
4.24;0.00;0.00;286.08;0.00;152.25;20.00;19.27;18.54;0.27;58783.74;0.00;0.00;0.00;0.00;0.00
4.20;0.00;0.00;286.08;0.00;152.25;20.00;19.29;18.59;0.33;58159.21;0.00;0.00;0.00;0.00;0.00
4.16;0.00;0.00;286.08;0.00;152.25;20.00;19.31;18.62;0.36;57629.01;0.00;0.00;0.00;0.00;0.00
4.13;0.00;0.00;286.08;0.00;152.25;20.00;19.33;18.66;0.39;57184.24;0.00;0.00;0.00;0.00;0.00
4.10;0.00;0.00;286.08;0.00;152.25;20.00;19.34;18.69;0.40;56816.86;0.00;0.00;0.00;0.00;0.00
4.10;0.00;0.00;286.08;0.00;152.25;20.00;19.36;18.71;0.40;56760.55;0.00;0.00;0.00;0.00;0.00
4.10;0.00;0.00;286.08;0.00;152.25;20.00;19.37;18.73;0.40;56780.46;0.00;0.00;0.00;0.00;0.00
4.09;0.00;0.00;286.08;0.00;152.25;20.00;19.38;18.75;0.40;56628.41;0.00;0.00;0.00;0.00;0.00
4.08;0.00;0.00;286.08;0.00;152.25;20.00;19.39;18.77;0.40;56526.14;0.00;0.00;0.00;0.00;0.00
4.07;0.00;0.00;286.08;0.00;152.25;20.00;19.39;18.79;0.40;56348.47;0.00;0.00;0.00;0.00;0.00
4.06;0.00;0.00;286.08;0.00;152.25;20.00;19.40;18.80;0.40;56205.27;0.00;0.00;0.00;0.00;0.00
4.05;0.00;0.00;286.08;0.00;152.25;20.00;19.40;18.81;0.40;56093.30;0.00;0.00;0.00;0.00;0.00
4.05;0.00;0.00;286.08;0.00;197.93;20.00;19.41;18.82;0.40;56128.30;0.00;0.00;0.00;0.00;0.00
4.04;0.00;0.00;286.08;0.00;197.93;20.00;19.41;18.83;0.40;55946.99;0.00;0.00;0.00;0.00;0.00
