Heating system gas consumption [Nm3];Heating system oil consumption [L];Heating system wood consumption [kg];Heating system electric consumption [Wh];Cooling system electric consumption [Wh];Appliances electric consumption [Wh];TZ Ta [°C];TZ To [°C];TZ Tmr [°C];TZ RH [-];TZ sensible load [W];TZ latent load [W];TZ AHU pre heater load [W];TZ AHU post heater load [W];TZ DHW volume flow rate [L/s];TZ DHW demand [W]
Bd Bd 01_109_0;Bd Bd 01_109_0;Bd Bd 01_109_0;Bd Bd 01_109_0;Bd Bd 01_109_0;Bd Bd 01_109_0;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone;Bd 01_109_0 thermal zone
4.77;0.00;0.00;292.23;0.00;161.05;20.00;18.86;17.71;0.28;66065.55;0.00;0.00;0.00;0.00;0.00
4.69;0.00;0.00;292.23;0.00;161.05;20.00;18.89;17.78;0.33;64941.77;0.00;0.00;0.00;0.00;0.00
4.62;0.00;0.00;292.23;0.00;161.05;20.00;18.92;17.84;0.36;63961.54;0.00;0.00;0.00;0.00;0.00
4.55;0.00;0.00;292.23;0.00;161.05;20.00;18.95;17.90;0.39;63111.16;0.00;0.00;0.00;0.00;0.00
4.50;0.00;0.00;292.23;0.00;161.05;20.00;18.97;17.94;0.40;62378.23;0.00;0.00;0.00;0.00;0.00
4.47;0.00;0.00;292.23;0.00;161.05;20.00;18.99;17.98;0.41;61944.67;0.00;0.00;0.00;0.00;0.00
4.45;0.00;0.00;292.23;0.00;161.05;20.00;19.01;18.02;0.41;61625.00;0.00;0.00;0.00;0.00;0.00
4.42;0.00;0.00;292.23;0.00;161.05;20.00;19.03;18.05;0.40;61215.23;0.00;0.00;0.00;0.00;0.00
4.39;0.00;0.00;292.23;0.00;161.05;20.00;19.04;18.08;0.40;60880.84;0.00;0.00;0.00;0.00;0.00
4.37;0.00;0.00;292.23;0.00;161.05;20.00;19.05;18.10;0.40;60518.05;0.00;0.00;0.00;0.00;0.00
4.35;0.00;0.00;292.23;0.00;161.05;20.00;19.06;18.12;0.40;60208.04;0.00;0.00;0.00;0.00;0.00
4.33;0.00;0.00;292.23;0.00;161.05;20.00;19.07;18.14;0.40;59945.75;0.00;0.00;0.00;0.00;0.00
4.32;0.00;0.00;292.23;0.00;209.37;20.00;19.08;18.16;0.40;59849.40;0.00;0.00;0.00;0.00;0.00
4.30;0.00;0.00;292.23;0.00;209.37;20.00;19.09;18.17;0.40;59570.28;0.00;0.00;0.00;0.00;0.00
4.27;0.00;0.00;292.23;0.00;273.79;20.00;19.09;18.19;0.40;59221.76;0.00;0.00;0.00;0.00;0.00
4.24;0.00;0.00;292.23;0.00;273.79;20.00;19.10;18.20;0.40;58792.45;0.00;0.00;0.00;0.00;0.00
4.21;0.00;0.00;292.23;0.00;273.79;20.00;19.11;18.23;0.40;58274.20;0.00;0.00;0.00;0.00;0.00
4.16;0.00;0.00;292.23;0.00;273.79;20.00;19.13;18.25;0.40;57654.01;0.00;0.00;0.00;0.00;0.00
4.13;0.00;0.00;292.23;0.00;209.37;20.00;19.14;18.28;0.40;57227.03;0.00;0.00;0.00;0.00;0.00
4.08;0.00;0.00;292.23;0.00;209.37;20.00;19.16;18.31;0.40;56568.00;0.00;0.00;0.00;0.00;0.00
4.04;0.00;0.00;292.23;0.00;177.16;20.00;19.17;18.35;0.40;55918.01;0.00;0.00;0.00;0.00;0.00
4.00;0.00;0.00;292.23;0.00;177.16;20.00;19.19;18.37;0.40;55401.10;0.00;0.00;0.00;0.00;0.00
3.96;0.00;0.00;292.23;0.00;209.37;20.00;19.20;18.40;0.40;54807.21;0.00;0.00;0.00;0.00;0.00
3.92;0.00;0.00;292.23;0.00;209.37;20.00;19.21;18.42;0.41;54308.49;0.00;0.00;0.00;0.00;0.00
3.89;0.00;0.00;292.23;0.00;209.37;20.00;19.22;18.44;0.41;53834.59;0.00;0.00;0.00;0.00;0.00
3.85;0.00;0.00;292.23;0.00;209.37;20.00;19.23;18.46;0.41;53376.49;0.00;0.00;0.00;0.00;0.00
3.82;0.00;0.00;292.23;0.00;209.37;20.00;19.23;18.47;0.41;52913.87;0.00;0.00;0.00;0.00;0.00
3.79;0.00;0.00;292.23;0.00;209.37;20.00;19.24;18.48;0.42;52575.43;0.00;0.00;0.00;0.00;0.00
3.78;0.00;0.00;292.23;0.00;209.37;20.00;19.24;18.48;0.42;52316.73;0.00;0.00;0.00;0.00;0.00
3.77;0.00;0.00;292.23;0.00;209.37;20.00;19.24;18.48;0.42;52198.25;0.00;0.00;0.00;0.00;0.00
3.77;0.00;0.00;292.23;0.00;177.16;20.00;19.24;18.47;0.42;52191.26;0.00;0.00;0.00;0.00;0.00
3.77;0.00;0.00;292.23;0.00;177.16;20.00;19.23;18.46;0.43;52276.05;0.00;0.00;0.00;0.00;0.00
3.77;0.00;0.00;292.23;0.00;225.47;20.00;19.23;18.45;0.43;52232.06;0.00;0.00;0.00;0.00;0.00
3.77;0.00;0.00;292.23;0.00;225.47;20.00;19.22;18.45;0.43;52299.33;0.00;0.00;0.00;0.00;0.00
3.77;0.00;0.00;292.23;0.00;289.89;20.00;19.22;18.45;0.43;52256.65;0.00;0.00;0.00;0.00;0.00
3.78;0.00;0.00;292.23;0.00;289.89;20.00;19.22;18.44;0.43;52386.18;0.00;0.00;0.00;0.00;0.00
3.79;0.00;0.00;292.23;0.00;289.89;20.00;19.22;18.44;0.42;52521.48;0.00;0.00;0.00;0.00;0.00
3.79;0.00;0.00;292.23;0.00;289.89;20.00;19.22;18.44;0.42;52565.41;0.00;0.00;0.00;0.00;0.00
3.79;0.00;0.00;292.23;0.00;322.10;20.00;19.22;18.44;0.42;52452.23;0.00;0.00;0.00;0.00;0.00
3.79;0.00;0.00;292.23;0.00;322.10;20.00;19.22;18.43;0.42;52583.24;0.00;0.00;0.00;0.00;0.00
3.80;0.00;0.00;292.23;0.00;322.10;20.00;19.22;18.43;0.42;52719.87;0.00;0.00;0.00;0.00;0.00
3.82;0.00;0.00;292.23;0.00;322.10;20.00;19.21;18.43;0.42;52861.57;0.00;0.00;0.00;0.00;0.00
3.83;0.00;0.00;292.23;0.00;322.10;20.00;19.21;18.43;0.42;53007.87;0.00;0.00;0.00;0.00;0.00
3.86;0.00;0.00;292.23;0.00;322.10;20.00;19.21;18.42;0.42;53448.03;0.00;0.00;0.00;0.00;0.00
3.89;0.00;0.00;292.23;0.00;241.58;20.00;19.21;18.42;0.42;53962.13;0.00;0.00;0.00;0.00;0.00
3.94;0.00;0.00;292.23;0.00;241.58;20.00;19.20;18.41;0.42;54656.52;0.00;0.00;0.00;0.00;0.00
4.00;0.00;0.00;292.23;0.00;241.58;20.00;19.20;18.40;0.41;55393.36;0.00;0.00;0.00;0.00;0.00
4.07;0.00;0.00;292.23;0.00;241.58;20.00;19.19;18.38;0.40;56361.74;0.00;0.00;0.00;0.00;0.00
4.15;0.00;0.00;292.23;0.00;161.05;20.00;19.18;18.37;0.40;57482.73;0.00;0.00;0.00;0.00;0.00
4.18;0.00;0.00;292.23;0.00;161.05;20.00;19.18;18.35;0.39;57975.99;0.00;0.00;0.00;0.00;0.00
4.22;0.00;0.00;292.23;0.00;161.05;20.00;19.17;18.34;0.38;58458.40;0.00;0.00;0.00;0.00;0.00
4.25;0.00;0.00;292.23;0.00;161.05;20.00;19.16;18.32;0.38;58834.44;0.00;0.00;0.00;0.00;0.00
4.27;0.00;0.00;292.23;0.00;161.05;20.00;19.15;18.31;0.38;59192.69;0.00;0.00;0.00;0.00;0.00
4.28;0.00;0.00;292.23;0.00;161.05;20.00;19.15;18.29;0.38;59341.73;0.00;0.00;0.00;0.00;0.00
4.29;0.00;0.00;292.23;0.00;161.05;20.00;19.14;18.28;0.38;59458.41;0.00;0.00;0.00;0.00;0.00
4.32;0.00;0.00;292.23;0.00;161.05;20.00;19.14;18.27;0.37;59835.53;0.00;0.00;0.00;0.00;0.00
4.35;0.00;0.00;292.23;0.00;161.05;20.00;19.13;18.26;0.37;60212.89;0.00;0.00;0.00;0.00;0.00
4.37;0.00;0.00;292.23;0.00;161.05;20.00;19.13;18.25;0.37;60590.46;0.00;0.00;0.00;0.00;0.00
4.40;0.00;0.00;292.23;0.00;161.05;20.00;19.12;18.24;0.37;60968.24;0.00;0.00;0.00;0.00;0.00
