Heating system gas consumption [Nm3];Heating system oil consumption [L];Heating system wood consumption [kg];Heating system electric consumption [Wh];Cooling system electric consumption [Wh];Appliances electric consumption [Wh];TZ Ta [°C];TZ To [°C];TZ Tmr [°C];TZ RH [-];TZ sensible load [W];TZ latent load [W];TZ AHU pre heater load [W];TZ AHU post heater load [W];TZ DHW volume flow rate [L/s];TZ DHW demand [W]
Bd Bd 01_196_0;Bd Bd 01_196_0;Bd Bd 01_196_0;Bd Bd 01_196_0;Bd Bd 01_196_0;Bd Bd 01_196_0;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone;Bd 01_196_0 thermal zone
1.71;0.00;0.00;233.68;0.00;118.43;20.00;19.48;18.96;0.28;23598.26;0.00;0.00;0.00;0.00;0.00
1.69;0.00;0.00;233.68;0.00;118.43;20.00;19.50;18.99;0.33;23265.45;0.00;0.00;0.00;0.00;0.00
1.67;0.00;0.00;233.68;0.00;118.43;20.00;19.51;19.02;0.37;22975.92;0.00;0.00;0.00;0.00;0.00
1.65;0.00;0.00;233.68;0.00;118.43;20.00;19.52;19.04;0.39;22725.79;0.00;0.00;0.00;0.00;0.00
1.64;0.00;0.00;233.68;0.00;118.43;20.00;19.53;19.07;0.41;22511.47;0.00;0.00;0.00;0.00;0.00
1.63;0.00;0.00;233.68;0.00;118.43;20.00;19.54;19.08;0.41;22410.48;0.00;0.00;0.00;0.00;0.00
1.62;0.00;0.00;233.68;0.00;118.43;20.00;19.55;19.10;0.41;22345.07;0.00;0.00;0.00;0.00;0.00
1.62;0.00;0.00;233.68;0.00;118.43;20.00;19.56;19.11;0.41;22231.27;0.00;0.00;0.00;0.00;0.00
1.61;0.00;0.00;233.68;0.00;118.43;20.00;19.56;19.13;0.41;22140.98;0.00;0.00;0.00;0.00;0.00
1.60;0.00;0.00;233.68;0.00;118.43;20.00;19.57;19.14;0.41;22031.70;0.00;0.00;0.00;0.00;0.00
1.59;0.00;0.00;233.68;0.00;118.43;20.00;19.57;19.15;0.41;21938.90;0.00;0.00;0.00;0.00;0.00
1.59;0.00;0.00;233.68;0.00;118.43;20.00;19.58;19.15;0.41;21861.10;0.00;0.00;0.00;0.00;0.00
1.59;0.00;0.00;233.68;0.00;153.96;20.00;19.58;19.16;0.41;21889.07;0.00;0.00;0.00;0.00;0.00
1.58;0.00;0.00;233.68;0.00;153.96;20.00;19.58;19.17;0.41;21794.74;0.00;0.00;0.00;0.00;0.00
1.57;0.00;0.00;233.68;0.00;201.33;20.00;19.59;19.18;0.41;21639.99;0.00;0.00;0.00;0.00;0.00
1.56;0.00;0.00;233.68;0.00;201.33;20.00;19.59;19.18;0.41;21501.66;0.00;0.00;0.00;0.00;0.00
1.55;0.00;0.00;233.68;0.00;201.33;20.00;19.60;19.19;0.41;21344.60;0.00;0.00;0.00;0.00;0.00
1.54;0.00;0.00;233.68;0.00;201.33;20.00;19.60;19.20;0.41;21165.98;0.00;0.00;0.00;0.00;0.00
1.54;0.00;0.00;233.68;0.00;153.96;20.00;19.61;19.21;0.41;21142.84;0.00;0.00;0.00;0.00;0.00
1.52;0.00;0.00;233.68;0.00;153.96;20.00;19.61;19.23;0.41;20948.02;0.00;0.00;0.00;0.00;0.00
1.51;0.00;0.00;233.68;0.00;130.27;20.00;19.62;19.24;0.41;20768.89;0.00;0.00;0.00;0.00;0.00
1.50;0.00;0.00;233.68;0.00;130.27;20.00;19.62;19.25;0.41;20616.46;0.00;0.00;0.00;0.00;0.00
1.48;0.00;0.00;233.68;0.00;153.96;20.00;19.63;19.26;0.41;20430.55;0.00;0.00;0.00;0.00;0.00
1.47;0.00;0.00;233.68;0.00;153.96;20.00;19.63;19.27;0.41;20261.48;0.00;0.00;0.00;0.00;0.00
1.46;0.00;0.00;233.68;0.00;153.96;20.00;19.64;19.28;0.41;20099.33;0.00;0.00;0.00;0.00;0.00
1.45;0.00;0.00;233.68;0.00;153.96;20.00;19.64;19.29;0.41;19921.86;0.00;0.00;0.00;0.00;0.00
1.43;0.00;0.00;233.68;0.00;153.96;20.00;19.65;19.29;0.41;19728.79;0.00;0.00;0.00;0.00;0.00
1.42;0.00;0.00;233.68;0.00;153.96;20.00;19.65;19.30;0.42;19589.93;0.00;0.00;0.00;0.00;0.00
